region,year,wgs84,rd
gemeente,2022,https://cartomap.github.io/nl/wgs84/gemeente_2022.geojson,https://cartomap.github.io/nl/rd/gemeente_2022.geojson
gemeente,2023,https://cartomap.github.io/nl/wgs84/gemeente_2023.geojson,https://cartomap.github.io/nl/rd/gemeente_2023.geojson
ggdregio,1995,https://cartomap.github.io/nl/wgs84/ggdregio_1995.geojson,https://cartomap.github.io/nl/rd/ggdregio_1995.geojson
ggdregio,1996,https://cartomap.github.io/nl/wgs84/ggdregio_1996.geojson,https://cartomap.github.io/nl/rd/ggdregio_1996.geojson
ggdregio,1997,https://cartomap.github.io/nl/wgs84/ggdregio_1997.geojson,https://cartomap.github.io/nl/rd/ggdregio_1997.geojson
ggdregio,1998,https://cartomap.github.io/nl/wgs84/ggdregio_1998.geojson,https://cartomap.github.io/nl/rd/ggdregio_1998.geojson
ggdregio,1999,https://cartomap.github.io/nl/wgs84/ggdregio_1999.geojson,https://cartomap.github.io/nl/rd/ggdregio_1999.geojson
ggdregio,2000,https://cartomap.github.io/nl/wgs84/ggdregio_2000.geojson,https://cartomap.github.io/nl/rd/ggdregio_2000.geojson
ggdregio,2001,https://cartomap.github.io/nl/wgs84/ggdregio_2001.geojson,https://cartomap.github.io/nl/rd/ggdregio_2001.geojson
ggdregio,2002,https://cartomap.github.io/nl/wgs84/ggdregio_2002.geojson,https://cartomap.github.io/nl/rd/ggdregio_2002.geojson
ggdregio,2003,https://cartomap.github.io/nl/wgs84/ggdregio_2003.geojson,https://cartomap.github.io/nl/rd/ggdregio_2003.geojson
ggdregio,2004,https://cartomap.github.io/nl/wgs84/ggdregio_2004.geojson,https://cartomap.github.io/nl/rd/ggdregio_2004.geojson
ggdregio,2005,https://cartomap.github.io/nl/wgs84/ggdregio_2005.geojson,https://cartomap.github.io/nl/rd/ggdregio_2005.geojson
ggdregio,2006,https://cartomap.github.io/nl/wgs84/ggdregio_2006.geojson,https://cartomap.github.io/nl/rd/ggdregio_2006.geojson
ggdregio,2007,https://cartomap.github.io/nl/wgs84/ggdregio_2007.geojson,https://cartomap.github.io/nl/rd/ggdregio_2007.geojson
ggdregio,2008,https://cartomap.github.io/nl/wgs84/ggdregio_2008.geojson,https://cartomap.github.io/nl/rd/ggdregio_2008.geojson
ggdregio,2009,https://cartomap.github.io/nl/wgs84/ggdregio_2009.geojson,https://cartomap.github.io/nl/rd/ggdregio_2009.geojson
ggdregio,2010,https://cartomap.github.io/nl/wgs84/ggdregio_2010.geojson,https://cartomap.github.io/nl/rd/ggdregio_2010.geojson
ggdregio,2011,https://cartomap.github.io/nl/wgs84/ggdregio_2011.geojson,https://cartomap.github.io/nl/rd/ggdregio_2011.geojson
ggdregio,2012,https://cartomap.github.io/nl/wgs84/ggdregio_2012.geojson,https://cartomap.github.io/nl/rd/ggdregio_2012.geojson
ggdregio,2013,https://cartomap.github.io/nl/wgs84/ggdregio_2013.geojson,https://cartomap.github.io/nl/rd/ggdregio_2013.geojson
ggdregio,2014,https://cartomap.github.io/nl/wgs84/ggdregio_2014.geojson,https://cartomap.github.io/nl/rd/ggdregio_2014.geojson
ggdregio,2015,https://cartomap.github.io/nl/wgs84/ggdregio_2015.geojson,https://cartomap.github.io/nl/rd/ggdregio_2015.geojson
ggdregio,2016,https://cartomap.github.io/nl/wgs84/ggdregio_2016.geojson,https://cartomap.github.io/nl/rd/ggdregio_2016.geojson
ggdregio,2017,https://cartomap.github.io/nl/wgs84/ggdregio_2017.geojson,https://cartomap.github.io/nl/rd/ggdregio_2017.geojson
ggdregio,2018,https://cartomap.github.io/nl/wgs84/ggdregio_2018.geojson,https://cartomap.github.io/nl/rd/ggdregio_2018.geojson
ggdregio,2019,https://cartomap.github.io/nl/wgs84/ggdregio_2019.geojson,https://cartomap.github.io/nl/rd/ggdregio_2019.geojson
ggdregio,2020,https://cartomap.github.io/nl/wgs84/ggdregio_2020.geojson,https://cartomap.github.io/nl/rd/ggdregio_2020.geojson
ggdregio,2021,https://cartomap.github.io/nl/wgs84/ggdregio_2021.geojson,https://cartomap.github.io/nl/rd/ggdregio_2021.geojson
ggdregio,2022,https://cartomap.github.io/nl/wgs84/ggdregio_2022.geojson,https://cartomap.github.io/nl/rd/ggdregio_2022.geojson
ggdregio,2023,https://cartomap.github.io/nl/wgs84/ggdregio_2023.geojson,https://cartomap.github.io/nl/rd/ggdregio_2023.geojson
grootstedelijke_agglomeratie,2000,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2000.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2000.geojson
grootstedelijke_agglomeratie,2001,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2001.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2001.geojson
grootstedelijke_agglomeratie,2002,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2002.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2002.geojson
grootstedelijke_agglomeratie,2003,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2003.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2003.geojson
grootstedelijke_agglomeratie,2004,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2004.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2004.geojson
grootstedelijke_agglomeratie,2005,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2005.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2005.geojson
grootstedelijke_agglomeratie,2006,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2006.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2006.geojson
grootstedelijke_agglomeratie,2007,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2007.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2007.geojson
grootstedelijke_agglomeratie,2008,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2008.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2008.geojson
grootstedelijke_agglomeratie,2009,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2009.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2009.geojson
grootstedelijke_agglomeratie,2010,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2010.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2010.geojson
grootstedelijke_agglomeratie,2011,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2011.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2011.geojson
grootstedelijke_agglomeratie,2012,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2012.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2012.geojson
grootstedelijke_agglomeratie,2013,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2013.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2013.geojson
grootstedelijke_agglomeratie,2014,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2014.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2014.geojson
grootstedelijke_agglomeratie,2015,https://cartomap.github.io/nl/wgs84/grootstedelijke_agglomeratie_2015.geojson,https://cartomap.github.io/nl/rd/grootstedelijke_agglomeratie_2015.geojson
jeugdregio,2015,https://cartomap.github.io/nl/wgs84/jeugdregio_2015.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2015.geojson
jeugdregio,2016,https://cartomap.github.io/nl/wgs84/jeugdregio_2016.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2016.geojson
jeugdregio,2017,https://cartomap.github.io/nl/wgs84/jeugdregio_2017.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2017.geojson
jeugdregio,2018,https://cartomap.github.io/nl/wgs84/jeugdregio_2018.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2018.geojson
jeugdregio,2019,https://cartomap.github.io/nl/wgs84/jeugdregio_2019.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2019.geojson
jeugdregio,2020,https://cartomap.github.io/nl/wgs84/jeugdregio_2020.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2020.geojson
jeugdregio,2021,https://cartomap.github.io/nl/wgs84/jeugdregio_2021.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2021.geojson
jeugdregio,2022,https://cartomap.github.io/nl/wgs84/jeugdregio_2022.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2022.geojson
jeugdregio,2023,https://cartomap.github.io/nl/wgs84/jeugdregio_2023.geojson,https://cartomap.github.io/nl/rd/jeugdregio_2023.geojson
kamervankoophandelregio,2008,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2008.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2008.geojson
kamervankoophandelregio,2009,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2009.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2009.geojson
kamervankoophandelregio,2010,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2010.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2010.geojson
kamervankoophandelregio,2011,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2011.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2011.geojson
kamervankoophandelregio,2012,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2012.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2012.geojson
kamervankoophandelregio,2013,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2013.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2013.geojson
kamervankoophandelregio,2014,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2014.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2014.geojson
kamervankoophandelregio,2015,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2015.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2015.geojson
kamervankoophandelregio,2016,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2016.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2016.geojson
kamervankoophandelregio,2017,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2017.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2017.geojson
kamervankoophandelregio,2018,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2018.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2018.geojson
kamervankoophandelregio,2019,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2019.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2019.geojson
kamervankoophandelregio,2020,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2020.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2020.geojson
kamervankoophandelregio,2021,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2021.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2021.geojson
kamervankoophandelregio,2022,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2022.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2022.geojson
kamervankoophandelregio,2023,https://cartomap.github.io/nl/wgs84/kamervankoophandelregio_2023.geojson,https://cartomap.github.io/nl/rd/kamervankoophandelregio_2023.geojson
landbouwgebied,1995,https://cartomap.github.io/nl/wgs84/landbouwgebied_1995.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_1995.geojson
landbouwgebied,1996,https://cartomap.github.io/nl/wgs84/landbouwgebied_1996.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_1996.geojson
landbouwgebied,1997,https://cartomap.github.io/nl/wgs84/landbouwgebied_1997.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_1997.geojson
landbouwgebied,1998,https://cartomap.github.io/nl/wgs84/landbouwgebied_1998.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_1998.geojson
landbouwgebied,1999,https://cartomap.github.io/nl/wgs84/landbouwgebied_1999.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_1999.geojson
landbouwgebied,2000,https://cartomap.github.io/nl/wgs84/landbouwgebied_2000.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2000.geojson
landbouwgebied,2001,https://cartomap.github.io/nl/wgs84/landbouwgebied_2001.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2001.geojson
landbouwgebied,2002,https://cartomap.github.io/nl/wgs84/landbouwgebied_2002.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2002.geojson
landbouwgebied,2003,https://cartomap.github.io/nl/wgs84/landbouwgebied_2003.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2003.geojson
landbouwgebied,2004,https://cartomap.github.io/nl/wgs84/landbouwgebied_2004.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2004.geojson
landbouwgebied,2005,https://cartomap.github.io/nl/wgs84/landbouwgebied_2005.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2005.geojson
landbouwgebied,2006,https://cartomap.github.io/nl/wgs84/landbouwgebied_2006.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2006.geojson
landbouwgebied,2007,https://cartomap.github.io/nl/wgs84/landbouwgebied_2007.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2007.geojson
landbouwgebied,2008,https://cartomap.github.io/nl/wgs84/landbouwgebied_2008.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2008.geojson
landbouwgebied,2009,https://cartomap.github.io/nl/wgs84/landbouwgebied_2009.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2009.geojson
landbouwgebied,2010,https://cartomap.github.io/nl/wgs84/landbouwgebied_2010.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2010.geojson
landbouwgebied,2011,https://cartomap.github.io/nl/wgs84/landbouwgebied_2011.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2011.geojson
landbouwgebied,2012,https://cartomap.github.io/nl/wgs84/landbouwgebied_2012.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2012.geojson
landbouwgebied,2013,https://cartomap.github.io/nl/wgs84/landbouwgebied_2013.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2013.geojson
landbouwgebied,2014,https://cartomap.github.io/nl/wgs84/landbouwgebied_2014.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2014.geojson
landbouwgebied,2015,https://cartomap.github.io/nl/wgs84/landbouwgebied_2015.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2015.geojson
landbouwgebied,2016,https://cartomap.github.io/nl/wgs84/landbouwgebied_2016.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2016.geojson
landbouwgebied,2017,https://cartomap.github.io/nl/wgs84/landbouwgebied_2017.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2017.geojson
landbouwgebied,2018,https://cartomap.github.io/nl/wgs84/landbouwgebied_2018.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2018.geojson
landbouwgebied,2019,https://cartomap.github.io/nl/wgs84/landbouwgebied_2019.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2019.geojson
landbouwgebied,2020,https://cartomap.github.io/nl/wgs84/landbouwgebied_2020.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2020.geojson
landbouwgebied,2021,https://cartomap.github.io/nl/wgs84/landbouwgebied_2021.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2021.geojson
landbouwgebied,2022,https://cartomap.github.io/nl/wgs84/landbouwgebied_2022.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2022.geojson
landbouwgebied,2023,https://cartomap.github.io/nl/wgs84/landbouwgebied_2023.geojson,https://cartomap.github.io/nl/rd/landbouwgebied_2023.geojson
landbouwgroep,1995,https://cartomap.github.io/nl/wgs84/landbouwgroep_1995.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_1995.geojson
landbouwgroep,1996,https://cartomap.github.io/nl/wgs84/landbouwgroep_1996.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_1996.geojson
landbouwgroep,1997,https://cartomap.github.io/nl/wgs84/landbouwgroep_1997.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_1997.geojson
landbouwgroep,1998,https://cartomap.github.io/nl/wgs84/landbouwgroep_1998.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_1998.geojson
landbouwgroep,1999,https://cartomap.github.io/nl/wgs84/landbouwgroep_1999.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_1999.geojson
landbouwgroep,2000,https://cartomap.github.io/nl/wgs84/landbouwgroep_2000.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2000.geojson
landbouwgroep,2001,https://cartomap.github.io/nl/wgs84/landbouwgroep_2001.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2001.geojson
landbouwgroep,2002,https://cartomap.github.io/nl/wgs84/landbouwgroep_2002.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2002.geojson
landbouwgroep,2003,https://cartomap.github.io/nl/wgs84/landbouwgroep_2003.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2003.geojson
landbouwgroep,2004,https://cartomap.github.io/nl/wgs84/landbouwgroep_2004.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2004.geojson
landbouwgroep,2005,https://cartomap.github.io/nl/wgs84/landbouwgroep_2005.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2005.geojson
landbouwgroep,2006,https://cartomap.github.io/nl/wgs84/landbouwgroep_2006.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2006.geojson
landbouwgroep,2007,https://cartomap.github.io/nl/wgs84/landbouwgroep_2007.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2007.geojson
landbouwgroep,2008,https://cartomap.github.io/nl/wgs84/landbouwgroep_2008.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2008.geojson
landbouwgroep,2009,https://cartomap.github.io/nl/wgs84/landbouwgroep_2009.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2009.geojson
landbouwgroep,2010,https://cartomap.github.io/nl/wgs84/landbouwgroep_2010.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2010.geojson
landbouwgroep,2011,https://cartomap.github.io/nl/wgs84/landbouwgroep_2011.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2011.geojson
landbouwgroep,2012,https://cartomap.github.io/nl/wgs84/landbouwgroep_2012.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2012.geojson
landbouwgroep,2013,https://cartomap.github.io/nl/wgs84/landbouwgroep_2013.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2013.geojson
landbouwgroep,2014,https://cartomap.github.io/nl/wgs84/landbouwgroep_2014.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2014.geojson
landbouwgroep,2015,https://cartomap.github.io/nl/wgs84/landbouwgroep_2015.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2015.geojson
landbouwgroep,2016,https://cartomap.github.io/nl/wgs84/landbouwgroep_2016.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2016.geojson
landbouwgroep,2017,https://cartomap.github.io/nl/wgs84/landbouwgroep_2017.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2017.geojson
landbouwgroep,2018,https://cartomap.github.io/nl/wgs84/landbouwgroep_2018.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2018.geojson
landbouwgroep,2019,https://cartomap.github.io/nl/wgs84/landbouwgroep_2019.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2019.geojson
landbouwgroep,2020,https://cartomap.github.io/nl/wgs84/landbouwgroep_2020.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2020.geojson
landbouwgroep,2021,https://cartomap.github.io/nl/wgs84/landbouwgroep_2021.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2021.geojson
landbouwgroep,2022,https://cartomap.github.io/nl/wgs84/landbouwgroep_2022.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2022.geojson
landbouwgroep,2023,https://cartomap.github.io/nl/wgs84/landbouwgroep_2023.geojson,https://cartomap.github.io/nl/rd/landbouwgroep_2023.geojson
landsdeel,1995,https://cartomap.github.io/nl/wgs84/landsdeel_1995.geojson,https://cartomap.github.io/nl/rd/landsdeel_1995.geojson
landsdeel,1996,https://cartomap.github.io/nl/wgs84/landsdeel_1996.geojson,https://cartomap.github.io/nl/rd/landsdeel_1996.geojson
landsdeel,1997,https://cartomap.github.io/nl/wgs84/landsdeel_1997.geojson,https://cartomap.github.io/nl/rd/landsdeel_1997.geojson
landsdeel,1998,https://cartomap.github.io/nl/wgs84/landsdeel_1998.geojson,https://cartomap.github.io/nl/rd/landsdeel_1998.geojson
landsdeel,1999,https://cartomap.github.io/nl/wgs84/landsdeel_1999.geojson,https://cartomap.github.io/nl/rd/landsdeel_1999.geojson
landsdeel,2000,https://cartomap.github.io/nl/wgs84/landsdeel_2000.geojson,https://cartomap.github.io/nl/rd/landsdeel_2000.geojson
landsdeel,2001,https://cartomap.github.io/nl/wgs84/landsdeel_2001.geojson,https://cartomap.github.io/nl/rd/landsdeel_2001.geojson
landsdeel,2002,https://cartomap.github.io/nl/wgs84/landsdeel_2002.geojson,https://cartomap.github.io/nl/rd/landsdeel_2002.geojson
landsdeel,2003,https://cartomap.github.io/nl/wgs84/landsdeel_2003.geojson,https://cartomap.github.io/nl/rd/landsdeel_2003.geojson
landsdeel,2004,https://cartomap.github.io/nl/wgs84/landsdeel_2004.geojson,https://cartomap.github.io/nl/rd/landsdeel_2004.geojson
landsdeel,2005,https://cartomap.github.io/nl/wgs84/landsdeel_2005.geojson,https://cartomap.github.io/nl/rd/landsdeel_2005.geojson
landsdeel,2006,https://cartomap.github.io/nl/wgs84/landsdeel_2006.geojson,https://cartomap.github.io/nl/rd/landsdeel_2006.geojson
landsdeel,2007,https://cartomap.github.io/nl/wgs84/landsdeel_2007.geojson,https://cartomap.github.io/nl/rd/landsdeel_2007.geojson
landsdeel,2008,https://cartomap.github.io/nl/wgs84/landsdeel_2008.geojson,https://cartomap.github.io/nl/rd/landsdeel_2008.geojson
landsdeel,2009,https://cartomap.github.io/nl/wgs84/landsdeel_2009.geojson,https://cartomap.github.io/nl/rd/landsdeel_2009.geojson
landsdeel,2010,https://cartomap.github.io/nl/wgs84/landsdeel_2010.geojson,https://cartomap.github.io/nl/rd/landsdeel_2010.geojson
landsdeel,2011,https://cartomap.github.io/nl/wgs84/landsdeel_2011.geojson,https://cartomap.github.io/nl/rd/landsdeel_2011.geojson
landsdeel,2012,https://cartomap.github.io/nl/wgs84/landsdeel_2012.geojson,https://cartomap.github.io/nl/rd/landsdeel_2012.geojson
landsdeel,2013,https://cartomap.github.io/nl/wgs84/landsdeel_2013.geojson,https://cartomap.github.io/nl/rd/landsdeel_2013.geojson
landsdeel,2014,https://cartomap.github.io/nl/wgs84/landsdeel_2014.geojson,https://cartomap.github.io/nl/rd/landsdeel_2014.geojson
landsdeel,2015,https://cartomap.github.io/nl/wgs84/landsdeel_2015.geojson,https://cartomap.github.io/nl/rd/landsdeel_2015.geojson
landsdeel,2016,https://cartomap.github.io/nl/wgs84/landsdeel_2016.geojson,https://cartomap.github.io/nl/rd/landsdeel_2016.geojson
landsdeel,2017,https://cartomap.github.io/nl/wgs84/landsdeel_2017.geojson,https://cartomap.github.io/nl/rd/landsdeel_2017.geojson
landsdeel,2018,https://cartomap.github.io/nl/wgs84/landsdeel_2018.geojson,https://cartomap.github.io/nl/rd/landsdeel_2018.geojson
landsdeel,2019,https://cartomap.github.io/nl/wgs84/landsdeel_2019.geojson,https://cartomap.github.io/nl/rd/landsdeel_2019.geojson
landsdeel,2020,https://cartomap.github.io/nl/wgs84/landsdeel_2020.geojson,https://cartomap.github.io/nl/rd/landsdeel_2020.geojson
landsdeel,2021,https://cartomap.github.io/nl/wgs84/landsdeel_2021.geojson,https://cartomap.github.io/nl/rd/landsdeel_2021.geojson
landsdeel,2022,https://cartomap.github.io/nl/wgs84/landsdeel_2022.geojson,https://cartomap.github.io/nl/rd/landsdeel_2022.geojson
landsdeel,2023,https://cartomap.github.io/nl/wgs84/landsdeel_2023.geojson,https://cartomap.github.io/nl/rd/landsdeel_2023.geojson
nuts1,2003,https://cartomap.github.io/nl/wgs84/nuts1_2003.geojson,https://cartomap.github.io/nl/rd/nuts1_2003.geojson
nuts1,2006,https://cartomap.github.io/nl/wgs84/nuts1_2006.geojson,https://cartomap.github.io/nl/rd/nuts1_2006.geojson
nuts1,2010,https://cartomap.github.io/nl/wgs84/nuts1_2010.geojson,https://cartomap.github.io/nl/rd/nuts1_2010.geojson
nuts1,2013,https://cartomap.github.io/nl/wgs84/nuts1_2013.geojson,https://cartomap.github.io/nl/rd/nuts1_2013.geojson
nuts1,2016,https://cartomap.github.io/nl/wgs84/nuts1_2016.geojson,https://cartomap.github.io/nl/rd/nuts1_2016.geojson
nuts2,2003,https://cartomap.github.io/nl/wgs84/nuts2_2003.geojson,https://cartomap.github.io/nl/rd/nuts2_2003.geojson
nuts2,2006,https://cartomap.github.io/nl/wgs84/nuts2_2006.geojson,https://cartomap.github.io/nl/rd/nuts2_2006.geojson
nuts2,2010,https://cartomap.github.io/nl/wgs84/nuts2_2010.geojson,https://cartomap.github.io/nl/rd/nuts2_2010.geojson
nuts2,2013,https://cartomap.github.io/nl/wgs84/nuts2_2013.geojson,https://cartomap.github.io/nl/rd/nuts2_2013.geojson
nuts2,2016,https://cartomap.github.io/nl/wgs84/nuts2_2016.geojson,https://cartomap.github.io/nl/rd/nuts2_2016.geojson
nuts3,2003,https://cartomap.github.io/nl/wgs84/nuts3_2003.geojson,https://cartomap.github.io/nl/rd/nuts3_2003.geojson
nuts3,2006,https://cartomap.github.io/nl/wgs84/nuts3_2006.geojson,https://cartomap.github.io/nl/rd/nuts3_2006.geojson
nuts3,2010,https://cartomap.github.io/nl/wgs84/nuts3_2010.geojson,https://cartomap.github.io/nl/rd/nuts3_2010.geojson
nuts3,2013,https://cartomap.github.io/nl/wgs84/nuts3_2013.geojson,https://cartomap.github.io/nl/rd/nuts3_2013.geojson
nuts3,2016,https://cartomap.github.io/nl/wgs84/nuts3_2016.geojson,https://cartomap.github.io/nl/rd/nuts3_2016.geojson
politieregio,1995,https://cartomap.github.io/nl/wgs84/politieregio_1995.geojson,https://cartomap.github.io/nl/rd/politieregio_1995.geojson
politieregio,1996,https://cartomap.github.io/nl/wgs84/politieregio_1996.geojson,https://cartomap.github.io/nl/rd/politieregio_1996.geojson
politieregio,1997,https://cartomap.github.io/nl/wgs84/politieregio_1997.geojson,https://cartomap.github.io/nl/rd/politieregio_1997.geojson
politieregio,1998,https://cartomap.github.io/nl/wgs84/politieregio_1998.geojson,https://cartomap.github.io/nl/rd/politieregio_1998.geojson
politieregio,1999,https://cartomap.github.io/nl/wgs84/politieregio_1999.geojson,https://cartomap.github.io/nl/rd/politieregio_1999.geojson
politieregio,2000,https://cartomap.github.io/nl/wgs84/politieregio_2000.geojson,https://cartomap.github.io/nl/rd/politieregio_2000.geojson
politieregio,2001,https://cartomap.github.io/nl/wgs84/politieregio_2001.geojson,https://cartomap.github.io/nl/rd/politieregio_2001.geojson
politieregio,2002,https://cartomap.github.io/nl/wgs84/politieregio_2002.geojson,https://cartomap.github.io/nl/rd/politieregio_2002.geojson
politieregio,2003,https://cartomap.github.io/nl/wgs84/politieregio_2003.geojson,https://cartomap.github.io/nl/rd/politieregio_2003.geojson
